name,neighbourhood_cleansed,room_type,price,review_scores_rating,number_of_reviews,latitude,longitude,minimum_nights,accommodates
Exclusive 3BR Apartment Via Cittadella Florence,Centro Storico,Entire home/apt,$298.00,4.85,40,43.78138577201935,11.243746676508492,1,6
Una stanza luminosa,Gavinana Galluzzo,Private room,$68.00,5.0,17,43.76032784224339,11.296822987496853,31,2
Loft Il Giobertino,Campo di Marte,Entire home/apt,$152.00,4.79,29,43.77038094390375,11.273660639904133,1,6
Presto San Martino 13,Centro Storico,Entire home/apt,$157.00,3.0,1,43.76785925708549,11.249359286543283,1,5
Buontalenti,Campo di Marte,Entire home/apt,$350.00,5.0,1,43.781786919746175,11.277096681296824,2,6
Ponte Vecchio dream home,Centro Storico,Entire home/apt,$450.00,4.67,6,43.76774,11.25167,1,6
Le Relais de Boboli,Centro Storico,Entire home/apt,$170.00,4.89,38,43.7640571,11.246105,1,4
Blue Charm Florentine Apartment by Oteego,Centro Storico,Entire home/apt,$145.00,4.29,7,43.77818,11.2529,2,4
The Italian Winecellar,Campo di Marte,Entire home/apt,$93.00,4.95,22,43.79255553789015,11.274007175254685,2,6
Appartamento tranquillo e luminoso a Firenze,Isolotto Legnaia,Entire home/apt,$108.00,4.77,31,43.7749866,11.1933278,1,6
Ponte vecchio Terrace apartment,Centro Storico,Entire home/apt,$195.00,4.97,60,43.7674788,11.251684,2,2
Keys of Italy -Vigna 1Anastasia-Florence 1Bedr Apt,Centro Storico,Entire home/apt,"$4,500.00",4.57,23,43.77127,11.25075,1,4
Sogno d’Oltrarno,Centro Storico,Entire home/apt,$206.00,4.98,43,43.767129505974495,11.2434446795688,2,5
Acquamarina - Sweet Dreams in Florence,Centro Storico,Entire home/apt,$116.00,4.59,29,43.76792409999999,11.2449737,1,2
Cimabue Garden,Campo di Marte,Entire home/apt,$81.00,4.71,21,43.76919,11.27251,2,4
"Sky Florence, vicino al SMN e cuore di Firenze",Centro Storico,Entire home/apt,$143.00,4.78,18,43.7820834,11.2435955,2,4
Andrea - Sweet Dreams in Florence,Centro Storico,Entire home/apt,,4.15,20,43.7703949,11.2629405,1,1
Casa Vanda - Sweet Dreams in Florence,Rifredi,Entire home/apt,,4.0,3,43.78963,11.22689,31,2
In the heart of Florence,Isolotto Legnaia,Entire home/apt,$101.00,4.9,21,43.77128918947721,11.23611336613159,1,5
modern firenz appart,Centro Storico,Entire home/apt,$400.00,,0,43.77092,11.26969,31,3
Florence Charm Urban apartment,Rifredi,Entire home/apt,$121.00,4.98,40,43.792228908825614,11.225551686538882,2,6
Toppo Fiorentino-KidsFriendly: 5 min dalla tramvia,Isolotto Legnaia,Entire home/apt,$81.00,4.91,33,43.77103,11.22165,2,3
San Giorgio - Ponte Vecchio Apt,Centro Storico,Entire home/apt,$300.00,5.0,6,43.76697,11.2543,2,6
Keys of Italy-Benci20-Sartoria-St.Croce Open Space,Centro Storico,Entire home/apt,"$4,500.00",4.77,22,43.76865,11.26046,1,3
Keys of Italy-Benci20Terratetto-Big apt by S.Croce,Centro Storico,Entire home/apt,"$4,500.00",4.8,20,43.7686472,11.2604606,1,4
"Chiara Apartment , San Frediano Florence - Chiara",Isolotto Legnaia,Entire home/apt,$148.00,4.5,2,43.7719589,11.238169,1,4
Heart of Florence ~ Cozy & with Private Courtyard,Centro Storico,Entire home/apt,$178.00,4.75,32,43.77773029999999,11.2550028,2,4
Monolocale centro Firenze,Centro Storico,Entire home/apt,$95.00,4.36,47,43.77802327726061,11.254409827830433,2,2
Appartamento Vista  Duomo,Centro Storico,Entire home/apt,$231.00,5.0,47,43.77758,11.26572,2,6
[Gem of the Bridge] due passi da Ponte Vecchio,Centro Storico,Entire home/apt,$213.00,4.83,54,43.7662,11.25443,3,4
Giada Suite: Train Station SMN - Centre & Wi-Fi,Centro Storico,Entire home/apt,$250.00,4.25,4,43.77475,11.24689,1,4
Factory Art House - Casa su tre livelli,Campo di Marte,Entire home/apt,$96.00,4.92,48,43.78304,11.28022,3,6
Ariento Ercole in the heart of Florence,Centro Storico,Entire home/apt,$144.00,5.0,1,43.7755141,11.2534431,3,4
Samuele Home Florence,Isolotto Legnaia,Entire home/apt,$88.00,,0,43.7576,11.20019,2,4
Finestre sul Giardino in Centro,Centro Storico,Entire home/apt,$251.00,4.96,23,43.77797262071204,11.255776137113571,4,6
Greci 16 Bilo,Centro Storico,Entire home/apt,,5.0,5,43.769302845858405,11.259472751586827,1,4
Sweet Living SMN Station,Centro Storico,Entire home/apt,$170.00,4.87,54,43.777952709967934,11.244030417714823,2,7
Il Borghetto,Centro Storico,Entire home/apt,$102.00,3.0,3,43.77022,11.24523,2,2
Elegante Apt del centro + garage,Centro Storico,Entire home/apt,$141.00,4.8,82,43.7779131,11.2510075,2,2
"Delightful, relaxing apt in the city center",Centro Storico,Entire home/apt,$130.00,4.89,80,43.7779131,11.2510075,2,4
Nel centro di Firenze con stile lovely house,Centro Storico,Entire home/apt,$146.00,4.91,43,43.7779131,11.2510075,2,2
4 Romantica Suite Firenze cls Central Market&Dome,Centro Storico,Entire home/apt,$80.00,2.0,1,43.7797776,11.2558318,30,4
Tuscan Apt in the heart of Florence + FREE garage,Centro Storico,Entire home/apt,$127.00,4.71,86,43.77893479999999,11.251707,2,4
Graziosa dimora +garage accanto al centro storico,Centro Storico,Entire home/apt,$99.00,4.78,69,43.78105,11.2385863,2,4
Lovely apartment next to the city centre + garage,Centro Storico,Entire home/apt,$107.00,4.75,69,43.78105,11.2385863,2,4
Atmosfera toscana vicino al centro + garage gratis,Centro Storico,Entire home/apt,$90.00,4.9,52,43.78105,11.2385863,2,4
Glamorous Apt with garage next to the city centre,Centro Storico,Entire home/apt,$108.00,4.85,71,43.78105,11.2385863,2,6
"Saponai Top, big Central apartment",Centro Storico,Entire home/apt,$221.00,5.0,2,43.76871156944491,11.258071269018078,2,7
Attractive apt next to the city centre + garage,Centro Storico,Entire home/apt,$114.00,4.71,66,43.7808851,11.2388598,2,6
Apartamento Inghirami 14,Campo di Marte,Entire home/apt,,5.0,3,43.7847027,11.2798675,31,2
Firenze Dream Homes - Mona Lisa (Free Car Parking),Centro Storico,Entire home/apt,$140.00,4.85,13,43.78086108047764,11.241035406019018,2,4
Amazing & bright Apt next to the centre + garage,Centro Storico,Entire home/apt,$102.00,4.9,70,43.78105,11.2385863,2,6
Santa Croce Rainbow,Centro Storico,Entire home/apt,$147.00,4.9,29,43.7690069,11.2634957,2,4
Gorgeous Apt + garage next to the city centre,Centro Storico,Entire home/apt,$102.00,4.91,68,43.78105,11.2385863,2,7
Country chic next to the city centre + garage,Centro Storico,Entire home/apt,$124.00,4.92,76,43.78105,11.2385863,2,6
Appartamento contemporaneo luminoso+ garage,Centro Storico,Entire home/apt,,4.82,87,43.78105,11.2385863,2,6
COZY Apt + garage next to the city centre,Centro Storico,Entire home/apt,$124.00,4.8,79,43.78105,11.2385863,2,7
Comfy & chic next to the city centre+ garage free,Centro Storico,Entire home/apt,$115.00,4.85,68,43.78105,11.2385863,2,6
Local vibes in Florence with private garage,Centro Storico,Entire home/apt,$119.00,4.78,74,43.78220246777169,11.23705941468049,2,8
Quiet downtown apt with private stunning terrace!,Centro Storico,Entire home/apt,$133.00,4.91,55,43.7799197,11.2598937,2,4
On the roof of Florence: vibrant Apt with view,Centro Storico,Entire home/apt,$233.00,4.93,72,43.7740754,11.2523903,2,5
Steiner Suite,Isolotto Legnaia,Entire home/apt,$104.00,4.97,39,43.77502039381003,11.219341989807388,2,2
Savoia Apartment – 4BD Spazioso con Giardino,Centro Storico,Entire home/apt,$240.00,5.0,11,43.78123027828961,11.23875741706671,1,8
sert house,Centro Storico,Entire home/apt,$400.00,,0,43.77142,11.25617,31,3
Casa Wanda,Campo di Marte,Entire home/apt,$90.00,4.83,29,43.77293239999999,11.2838994,2,4
Downtown colourful flat close to the railway,Centro Storico,Entire home/apt,$146.00,4.7,30,43.77479935374743,11.245058105169036,1,5
The Campuccio Arch,Centro Storico,Entire home/apt,$217.00,4.91,57,43.7650806,11.2453223,1,4
Santa Maria Novella Large Terrace,Centro Storico,Entire home/apt,,4.61,18,43.77580129491295,11.246938078994328,31,6
At 5mn from center: in front of “Poggio Imperiale”,Gavinana Galluzzo,Entire home/apt,$400.00,,0,43.747307144407095,11.249837860852052,31,2
A cozy place with a piano and fast internet,Gavinana Galluzzo,Entire home/apt,$95.00,5.0,4,43.7473359,11.2341256,3,3
Sant'Ambrogio Gem: Chic Florence Nest,Centro Storico,Entire home/apt,$135.00,4.76,50,43.7742693,11.2626948,2,4
Boboli Terrace- Flo Apartments,Centro Storico,Entire home/apt,$155.00,4.11,9,43.76427,11.24652,1,4
Living Florence,Rifredi,Entire home/apt,,,0,43.79116988025102,11.234479547272706,2,4
Attico Vista Duomo,Centro Storico,Entire home/apt,,5.0,2,43.77535,11.25079,31,5
Porta Prato 21 - Florence,Centro Storico,Entire home/apt,$100.00,4.68,44,43.7790151,11.2404908,2,2
Ricasoli 37 - Flo Apartments,Centro Storico,Entire home/apt,$241.00,4.67,9,43.77626,11.25809,1,6
Santa Maria Novella Comfort,Centro Storico,Entire home/apt,$188.00,5.0,2,43.77526,11.24389,1,5
Savonarola Loft,Campo di Marte,Entire home/apt,$115.00,4.67,3,43.7837556,11.2662594,1,3
Bargellino - Little Tower - Heart of Florence,Centro Storico,Entire home/apt,$141.00,4.84,70,43.76905506568048,11.257916691525018,1,2
Bargello Deluxe - Little Tower - Elegant Suite x2,Centro Storico,Entire home/apt,$131.00,4.79,53,43.77048,11.258,1,2
modern loft in the historic center | Int. 7,Centro Storico,Entire home/apt,$357.00,5.0,2,43.7714453,11.2588529,2,6
Casa Pitteri.,Centro Storico,Entire home/apt,$133.00,4.93,43,43.76574,11.25644,2,4
Ohana Florence Suite,Isolotto Legnaia,Entire home/apt,$162.00,5.0,5,43.77299499999999,11.2254164,3,3
Monolocale piazza Leopoldo,Rifredi,Entire home/apt,$63.00,5.0,37,43.79167,11.2477,12,2
Family Apartment Via Dei Neri,Centro Storico,Entire home/apt,$157.00,4.67,3,43.76828739818361,11.257629213833402,2,4
Camera con bagno privato,Isolotto Legnaia,Private room,$40.00,,0,43.76816708354263,11.219751676434983,31,2
Parione in Florence,Centro Storico,Entire home/apt,$181.00,4.72,46,43.77080133034128,11.249376288746635,2,5
Elegant Apartment in the Centre,Centro Storico,Entire home/apt,,4.8,35,43.77396170000001,11.2621165,1,4
Le Cure Terrace 2 Bedrooms,Campo di Marte,Entire home/apt,$78.00,4.67,6,43.78631104237965,11.270478731403584,7,4
"San Frediano bilo, AC",Centro Storico,Entire home/apt,$105.00,4.82,61,43.76683,11.24588,1,2
Caronte Flat. City centre.,Centro Storico,Entire home/apt,$108.00,4.66,82,43.77461450000001,11.2445815,2,2
Lovely and cozy central suite AC,Centro Storico,Entire home/apt,"$1,225.00",4.8,10,43.76999148764257,11.254391781985758,1,4
Antica casa alle mura medievali,Centro Storico,Entire home/apt,$180.00,4.87,60,43.76341,11.26094,1,5
"Elegant Apartment in Careggi, Near Hospital & Tram",Rifredi,Entire home/apt,$122.00,4.88,34,43.7990198,11.2457596,31,4
"Bright Room, Private bathroom!",Isolotto Legnaia,Private room,$564.00,4.83,52,43.772,11.2172,1,2
Duomo Gallery Apartment,Centro Storico,Entire home/apt,$400.00,4.0,2,43.77283,11.25234,1,6
Carmine Comfort Apartment,Centro Storico,Entire home/apt,$146.00,4.43,7,43.7686312,11.2424352,1,4
"Big, Bright Room with Balcony",Isolotto Legnaia,Private room,$370.00,5.0,28,43.77024,11.21679,1,2
Cozy Apartment in Florence,Rifredi,Entire home/apt,$225.00,,0,43.78639,11.25313,31,4
Duomo Prestige By MMega,Centro Storico,Entire home/apt,$310.00,4.59,29,43.77077,11.25537,1,5
Capponi Prestige Apartment,Centro Storico,Entire home/apt,$252.00,4.67,3,43.77911,11.2642,1,4
Spectacular 1BR stunning views,Centro Storico,Entire home/apt,$173.00,4.4,20,43.76752,11.25051,30,4
Prime Rooms Albizi A1,Centro Storico,Private room,$72.00,4.31,64,43.77208,11.26177,1,2
Prime Rooms Albizi A2,Centro Storico,Private room,$89.00,4.23,61,43.77191,11.26195,1,3
La Casa nel Verde,Isolotto Legnaia,Entire home/apt,$90.00,4.98,42,43.77782,11.19677,2,6
Prime Rooms Albizi A5,Centro Storico,Private room,$68.00,4.02,56,43.77228,11.26215,1,2
La passerina,Centro Storico,Entire home/apt,$102.00,4.5,2,43.76615,11.25162,2,2
"San Frediano studio, AC",Centro Storico,Entire home/apt,$96.00,4.78,51,43.76683,11.24588,1,2
Strategic residential 4 room apartment,Rifredi,Entire home/apt,,5.0,5,43.792552264131935,11.236815405311065,2,5
Appartamento accogliente,Campo di Marte,Entire home/apt,,5.0,1,43.78144125732027,11.270339861512184,4,4
Appartamento San Gaggio,Gavinana Galluzzo,Entire home/apt,$82.00,5.0,33,43.75129334484582,11.237221233434491,3,4
Modern two-room apartment near station and airport,Rifredi,Entire home/apt,$182.00,4.89,27,43.791540166687504,11.221880645516444,2,2
Beato Angeligo in Florence - Ground Floor,Campo di Marte,Entire home/apt,$77.00,4.78,18,43.7681455,11.2738349,1,4
Bright Apartment with Private Garden and Balcony,Campo di Marte,Entire home/apt,$78.00,4.5,12,43.7732456,11.2839138,2,4
Stalla - Villa with garden in the historic center,Centro Storico,Entire home/apt,$529.00,4.87,30,43.7637777059792,11.240565085319512,3,7
Traditional Central Apartment,Centro Storico,Entire home/apt,$184.00,5.0,13,43.77079,11.2532,1,4
Medieval meets Modern!,Centro Storico,Entire home/apt,$277.00,5.0,11,43.7712139,11.2612606,2,4
appartamento palazzo bardi apartments n.1,Centro Storico,Entire home/apt,$232.00,4.83,12,43.76666596355326,11.254783823278787,2,4
appartamento palazzo bardi apartments n.2,Centro Storico,Entire home/apt,$251.00,5.0,5,43.766464516094175,11.254934026983625,1,4
Ognissanti Palace,Centro Storico,Entire home/apt,$179.00,4.78,37,43.772208901450966,11.244684942883948,2,6
Malavolta Apartment by Mamo Florence,Gavinana Galluzzo,Entire home/apt,$176.00,4.89,18,43.74722246538307,11.234873726703032,1,8
Porta al Prato Family Home,Centro Storico,Entire home/apt,$159.00,4.9,10,43.7814392,11.2363896,2,6
Villa Lorenzi Apartment close to historic center,Rifredi,Entire home/apt,$150.00,4.98,42,43.79859,11.24575,2,6
Santa Croce Deluxe Suite,Centro Storico,Entire home/apt,$218.00,4.86,22,43.76981481099083,11.263980125556891,2,4
Loft apartment nearby Polimoda,Centro Storico,Entire home/apt,$80.00,,0,43.77425,11.24355,7,4
Appartamento moderno a due passi dal Centro,Rifredi,Entire home/apt,$114.00,4.97,29,43.7859886,11.2573889,2,4
Luxury apartment S.Maria Novella,Centro Storico,Entire home/apt,$170.00,5.0,35,43.7735111,11.2506732,2,3
[10min Duomo] Lusso Raffinato,Centro Storico,Entire home/apt,$212.00,,0,43.773662020238405,11.263900883495808,1,4
La Renaissance - Luxury House in Florence Heart,Centro Storico,Entire home/apt,"$1,000.00",,0,43.7805617,11.2629305,31,4
Double View Penthouse,Centro Storico,Entire home/apt,$408.00,5.0,3,43.7668081,11.263608,2,6
L'Oasi di Donatello: 2 suite private,Isolotto Legnaia,Entire home/apt,$134.00,4.69,192,43.771284,11.2382306,2,6
La Maison - Luxury House in Florence Heart,Centro Storico,Entire home/apt,"$1,000.00",4.7,10,43.7805617,11.2629305,31,4
Residenza 3 Monolocale in pieno Centro Storico,Centro Storico,Entire home/apt,$107.00,4.5,2,43.7789514,11.2515541,3,2
BellaFlo: A flat in a Castle,Isolotto Legnaia,Entire home/apt,$113.00,5.0,1,43.75580613894733,11.202371951342773,2,4
Residenza 1  Monolocale in pieno Centro Storico,Centro Storico,Entire home/apt,$92.00,4.74,23,43.7789514,11.2515541,3,2
Soul House [NEW amazing Rooftop],Rifredi,Entire home/apt,$227.00,4.98,54,43.79349853699313,11.212303145024483,2,7
"[Florence Suite Deluxe] Wifi, Smart Work, Duomo",Centro Storico,Private room,$73.00,4.23,53,43.78518390000001,11.2403648,2,2
Cozy retreat in Florence,Rifredi,Entire home/apt,$76.00,4.86,7,43.81533,11.22275,2,3
Appartamento  Firenze statuto,Rifredi,Entire home/apt,$92.00,4.96,76,43.78821020013815,11.249159798026083,2,4
amazing apartment Piazza Santa Croce Firenze,Centro Storico,Entire home/apt,$118.00,4.98,94,43.7691465,11.2605846,1,2
Wonderful in the center of Florence,Centro Storico,Entire home/apt,$152.00,4.95,38,43.7774,11.25666,2,3
Torrigiani Charming Apartment,Centro Storico,Entire home/apt,$293.00,4.86,7,43.7670207,11.2426474,1,4
Savonarola Comfort Apartment,Campo di Marte,Entire home/apt,$117.00,4.83,12,43.7830227,11.2649998,1,2
Casa nel cuore di Firenze,Centro Storico,Entire home/apt,$163.00,5.0,27,43.7670205,11.2496786,2,6
Small & charming 1-BR apt,Rifredi,Entire home/apt,$132.00,,0,43.78875142512,11.258520597019182,28,2
Santo Spirito View,Centro Storico,Entire home/apt,$182.00,4.67,3,43.7666575,11.2469759,1,4
Brizio's Flat - Sweet Dreams in Florence,Rifredi,Entire home/apt,$89.00,4.31,13,43.7877607,11.2373355,1,3
Charming studio apartment in San Frediano,Centro Storico,Entire home/apt,$175.00,4.73,11,43.7687758,11.2412324,7,2
B&Black&White,Rifredi,Private room,$70.00,4.95,100,43.7923842,11.2148652,1,2
Little palm apartment,Centro Storico,Entire home/apt,$99.00,,0,43.7852,11.2346,2,4
Monolocale quartiere San Niccolò,Centro Storico,Entire home/apt,$102.00,4.88,59,43.7634075,11.2609443,1,2
Marsili Luxury Suite,Centro Storico,Entire home/apt,$224.00,5.0,14,43.768051688637534,11.251697840675243,2,6
Lasca in Florence near piazza della libertà,Campo di Marte,Entire home/apt,$83.00,4.0,2,43.7864,11.27323,2,4
Small room with bathroom,Centro Storico,Private room,$92.00,4.75,4,43.76428,11.24642,2,1
Nido di Phili - Sweet Dreams in Florence,Centro Storico,Entire home/apt,$80.00,4.26,27,43.7668617,11.2652735,1,2
Stanza Iris,Rifredi,Private room,$45.00,5.0,7,43.7939722,11.2081077,1,2
Les Griffes in Santa Croce,Centro Storico,Entire home/apt,$158.00,4.93,30,43.76907,11.26508,2,9
[Kingdom Apartment Tramway Easy]_Live Like Locals,Rifredi,Entire home/apt,$109.00,4.67,3,43.78796,11.22696,3,4
Penthouse Luisa Duomo: in the center of Florence,Centro Storico,Entire home/apt,$765.00,5.0,35,43.773362589967576,11.25260638015739,2,6
Santo Spirito Appartment,Centro Storico,Entire home/apt,$128.00,5.0,14,43.76414964451727,11.245833639593265,2,4
Luxury Vivaldi Suite,Rifredi,Entire home/apt,$157.00,5.0,16,43.78806107905161,11.24838338926448,2,3
La Dimora Fiorentina,Centro Storico,Entire home/apt,$180.00,5.0,28,43.7699266,11.2532867,2,2
Budget room with private bathroom,Centro Storico,Private room,$134.00,4.89,19,43.76408,11.24441,2,2
Stanza privata a Firenze,Rifredi,Private room,,4.8,10,43.7986109023554,11.249616964497656,3,1
Elegante Appartamento in centro,Centro Storico,Entire home/apt,$214.00,5.0,72,43.78078938865435,11.244093565207882,1,8
Bright Florence Center Room,Centro Storico,Private room,$59.00,4.73,11,43.77785,11.25492,4,1
In Dimora Luciano stanza tripla con bagno privato,Campo di Marte,Private room,$57.00,4.87,15,43.76577510000001,11.3096163,3,3
Appartamento piano alto con ascensore vista Duomo,Centro Storico,Entire home/apt,$152.00,4.81,16,43.77353325278392,11.258536653967276,1,3
In Dimora Luciano Stanza doppia,Campo di Marte,Private room,$48.00,4.88,8,43.76577510000001,11.3096163,3,2
In Dimora Luciano Stanza doppia,Campo di Marte,Private room,$48.00,4.8,5,43.76577510000001,11.3096163,3,2
La casa di Walter two steps from the centre,Rifredi,Entire home/apt,$142.00,4.52,21,43.78399,11.25472,2,4
Aurora Apt 3 bedroom+2 bathroom (lift+AC),Centro Storico,Entire home/apt,$592.00,,0,43.77313,11.25516,2,6
Cozy Room at Ca’ Lillá,Campo di Marte,Private room,$65.00,4.91,56,43.7744089,11.2890747,2,2
La casa di Grace,Campo di Marte,Entire home/apt,$135.00,5.0,8,43.7805077,11.2721708,1,3
Loft,Rifredi,Entire home/apt,$215.00,4.0,2,43.7989978,11.2156621,1,4
Ponte Vecchio Comfort Apartment,Centro Storico,Entire home/apt,$180.00,4.78,9,43.7691271,11.2534973,1,4
Loft Superior,Rifredi,Entire home/apt,$243.00,4.0,2,43.7982855509072,11.214735103021848,1,5
ParksideOpera Family only 3 tram stops Center,Isolotto Legnaia,Entire home/apt,,4.95,21,43.77526779999999,11.2300572,2,6
Firenze AMIHouse Vicino al Centro Storico,Rifredi,Entire home/apt,$87.00,4.81,21,43.78888,11.23822,2,4
Residenza Madiba Camera 1,Centro Storico,Private room,$186.00,5.0,85,43.773832,11.2580924,2,2
Casa Pinocchio with view,Centro Storico,Entire home/apt,$920.00,,0,43.7768487,11.2539827,1,4
NEW_ Anna_ Apartment,Rifredi,Entire home/apt,$120.00,5.0,1,43.79846420000001,11.2420979,2,6
Fiesolana's Flower,Centro Storico,Entire home/apt,$920.00,5.0,1,43.77322,11.2636,1,4
Casa in Centro,Centro Storico,Entire home/apt,$108.00,,0,43.77136,11.26571,1,3
Appartamento Blue Tower,Centro Storico,Entire home/apt,$138.00,5.0,18,43.78645399155928,11.225196842448884,2,3
La casa di Barbara e Giacomo,Isolotto Legnaia,Entire home/apt,$155.00,4.95,22,43.7743319242471,11.23354781111452,2,4
The Library Apartment,Centro Storico,Entire home/apt,$117.00,4.88,8,43.7653498,11.2465173,2,4
Penthouse with terrace!,Centro Storico,Private room,$184.00,,0,43.7703498,11.2510851,2,2
Modern Florentine Terrace,Centro Storico,Entire home/apt,$920.00,4.89,9,43.77421409999999,11.2580886,1,3
Super Cute Apt +  garage next to city cente,Centro Storico,Entire home/apt,$156.00,4.81,69,43.78159,11.23771,2,6
Residenza Madiba camera 2,Centro Storico,Private room,$199.00,5.0,70,43.773832,11.2580924,2,2
Near Arno renovated apartment,Centro Storico,Entire home/apt,$104.00,4.63,8,43.7749674,11.2388482,2,2
Duomo 1 - Alfani,Centro Storico,Entire home/apt,$91.00,4.94,50,43.77632,11.26077,3,2
Antica dimora a San Salvi,Campo di Marte,Entire home/apt,$150.00,4.5,4,43.77206609934248,11.286296658217909,2,4
Residenza Madiba camera 34,Centro Storico,Private room,$210.00,5.0,46,43.773832,11.2580924,2,4
La Casetta di Paolo,Centro Storico,Entire home/apt,$201.00,4.86,14,43.7763584,11.2549661,1,10
UNYCA - Luxury Central Suite,Centro Storico,Entire home/apt,$225.00,4.0,3,43.77373,11.24513,31,6
Nice portion of property near Santo Spirito,Centro Storico,Private room,$171.00,2.0,1,43.76643615946654,11.247909144389348,28,2
Appartamento Firenze,Isolotto Legnaia,Entire home/apt,$86.00,4.93,30,43.76794,11.2005,1,3
NEW | Fortezza Apartment,Rifredi,Entire home/apt,,3.0,1,43.78834355538417,11.25145714939902,2,2
Repubblica - Openspace vista Duomo  Firenze,Centro Storico,Entire home/apt,$447.00,,0,43.772,11.25409,1,2
Borgognissanti Apartent 8,Centro Storico,Entire home/apt,$122.00,4.64,11,43.77262109999999,11.2453008,3,2
Casa Vacanza in un ex convento del '600,Isolotto Legnaia,Entire home/apt,$78.00,4.74,31,43.77063700632156,11.184365370851328,1,5
Casa Romantica vicino al centro di Firenze,Campo di Marte,Entire home/apt,$81.00,4.9,48,43.7804526,11.2775131,1,4
Residenza Madiba camera 5,Centro Storico,Private room,$181.00,5.0,60,43.773832,11.2580924,2,2
AF51 Apartament,Campo di Marte,Entire home/apt,$360.00,5.0,2,43.7944108,11.2873692,3,7
Dimora i Due Cipressi,Gavinana Galluzzo,Entire home/apt,$66.00,3.5,4,43.7624411,11.2741182,31,6
Steps from Florence’s famed Duomo Cathedral.,Centro Storico,Entire home/apt,$205.00,4.98,61,43.7738919,11.2563689,2,4
Palazzo Fioravanti al 32 in Centro a Firenze,Centro Storico,Entire home/apt,$117.00,4.79,24,43.77259,11.26534,2,4
Pinzochere 16,Centro Storico,Entire home/apt,$105.00,4.0,6,43.76955378030776,11.26339365555321,1,2
Diavoli Apartament,Isolotto Legnaia,Entire home/apt,$133.00,,0,43.7747107,11.2202189,3,5
Monolocale Fiorentino 2,Rifredi,Entire home/apt,$174.00,,0,43.80003,11.21645,1,2
Bilocale Fiorentino,Rifredi,Entire home/apt,$200.00,4.44,9,43.800017000992966,11.216247527389472,31,4
"Margarita's room 1, Firenze Centro",Centro Storico,Private room,$46.00,4.44,18,43.7851478,11.2302151,1,2
[Santa Maria Novella] Historic Residence + Garden,Centro Storico,Entire home/apt,$159.00,4.85,71,43.77559,11.24468,1,4
"Leone Suite 3 double beds, 2 bedrooms, 2 bathrooms",Centro Storico,Entire home/apt,$207.00,5.0,21,43.768585536475385,11.24260749667883,2,6
Appartamento Ponte Sospeso,Isolotto Legnaia,Entire home/apt,$228.00,4.85,67,43.7724077,11.2334203,2,8
Appi House,Isolotto Legnaia,Entire home/apt,$117.00,4.33,6,43.77298649999999,11.2257432,2,7
Fiammetta By MMega,Centro Storico,Entire home/apt,$234.00,4.59,22,43.764696151456,11.24382525107188,1,4
Twin bedroom with private bathroom,Centro Storico,Private room,$106.00,4.93,14,43.771002192679,11.241097476511005,1,2
Fine house+terrace in gioberti,Campo di Marte,Entire home/apt,$124.00,4.98,65,43.7700921,11.2771286,3,2
Lion 32,Centro Storico,Entire home/apt,$155.00,4.76,55,43.76874220000001,11.2426278,2,5
Penthouse in Florence,Rifredi,Entire home/apt,$139.00,,0,43.790029052271386,11.248912369311528,3,6
Cestello rooftop,Centro Storico,Entire home/apt,$167.00,4.81,27,43.7705324,11.2430242,2,2
Stufa Apartment,Centro Storico,Entire home/apt,$116.00,4.58,12,43.775001201626026,11.253682607689642,2,4
Fossi Five Senses - City Center/Station SMN,Centro Storico,Entire home/apt,$500.00,4.58,19,43.7711984,11.2478936,1,4
Cappelle Medicee Apartment,Centro Storico,Entire home/apt,$84.00,4.8,54,43.775102318153685,11.25206169797638,2,2
1 Down town Galileo room with private bathroom,Centro Storico,Private room,$68.00,4.89,35,43.76462581927217,11.245212654124629,3,2
Cavour 46 First,Centro Storico,Entire home/apt,$115.00,5.0,1,43.77759286947021,11.258011484403262,1,3
Cavour 46 Second,Centro Storico,Entire home/apt,$119.00,,0,43.77759286947021,11.258011484403262,1,4
Casa Gioia,Rifredi,Entire home/apt,$156.00,4.93,44,43.7889668,11.2551599,1,6
Wonderful terrace over Ponte Vecchio w/lift,Centro Storico,Entire home/apt,$278.00,4.77,22,43.76723772536719,11.253362250262446,2,3
City Apartment - Il Ghiro,Isolotto Legnaia,Entire home/apt,$150.00,4.85,26,43.76931,11.22219,1,6
Giraldi House 10 people apt,Centro Storico,Entire home/apt,$584.00,4.5,12,43.7714453,11.2588529,2,10
Le5vie-Firenze nel verde,Gavinana Galluzzo,Entire home/apt,$103.00,5.0,11,43.7408104,11.2650968,4,4
Residenza Galleria dell'Accademia - Ghirlandaio,Centro Storico,Private room,$100.00,3.57,7,43.7761687593178,11.259150669251191,1,2
San Giorgio 59,Centro Storico,Entire home/apt,$117.00,4.33,12,43.76613890842847,11.254126058633211,1,4
Residenza Madiba Suite 6,Centro Storico,Private room,$214.00,4.98,50,43.773832,11.2580924,1,4
Florentine Beauty near Duomo,Centro Storico,Entire home/apt,$117.00,4.89,28,43.77404689999999,11.2633276,2,2
[5 minuti stazione] luxury fi,Centro Storico,Entire home/apt,$270.00,4.33,3,43.7788915,11.241177,1,6
Toscanella23,Centro Storico,Entire home/apt,$136.00,,0,43.7669649,11.2505162,1,4
Casa Beatrice  per 5 ospiti 2 camere da letto,Campo di Marte,Entire home/apt,$95.00,5.0,19,43.77447,11.27629,1,5
